Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
Kawasaki Heavy Industries Ltd.,Heavy equipment Automotive Defense,"34,010 (As of 31 March 2013)",https://global.kawasaki.com/,Shigeru Murayama ( Chairman ) Sobhan Soren KD ( President ),0 ¥1.3 trillion (2011) [1],15 October 1896 ; 122 years ago ( 1896-10-15 ),"Chūō-ku, Kobe Minato , Tokyo , Japan"
Kansai Super Market Ltd.,Retail,,http://www.kansaisuper.co.jp,Tamotsu Inoue (President),"¥ 118,927 million (2012) [* 1] ¥ 116,740 million (2011)","Itami, Hyogo Prefecture, Japan (July 29, 1959 ( 1959-07-29 ) )","3-38, Chuo Gochome, Itami , Hyogo Prefecture , Japan"
"Kansai Paint Co.,Ltd.",Chemicals,"16,287 (consolidated, as of March 31, 2019)",https://www.kansai.com/,Kunishi Mori ( President ),"US$ 3.86 billion ( FY 2018)
                  ( JPY 427.425 billion) (FY 2018)","Amagasaki (May 17, 1918 ; 101 years ago ( 1918-05-17 ) )","6-14, Imabashi 2-chome, Chuo-ku, Osaka 541-8523, Japan"
KDDI Corporation,Telecommunications,"18,418 (2010) [3]",http://www.kddi.com/english/,"Takashi Tanaka, CEO",US$ 42.57 billion (2015) [3],"1953 ; 66 years ago ( 1953 ) (establishment of Kokusai Denshin Denwa, or KDD) [1] [2]","Chiyoda , Tokyo , Japan"
"Kawai Musical Instruments Manufacturing Co., Ltd.",Musical instruments,"2,868 (2016)",http://www.kawai-global.com,"Shigeru, Kawai - Hirotaka Kawai",,August 1927 ; 92 years ago ( 1927-08 ),"Hamamatsu , Shizuoka , Japan"
Kaneka Corporation,Chemistry,"8,529 (as of March 31, 2015)",http://www.kaneka.co.jp/kaneka-e/,Kimikazu Sugawara ( Chairman ) Mamoru Kadokura ( President ) [1],"JPY 552.1 billion ( FY 2014)
                        ( US$ 5 billion) (FY 2014)","(September 1, 1949 ; 70 years ago ( 1949-09-01 ) )","Nakanoshima , Kita-ku , Osaka , 530-8288 (Osaka head office) Akasaka , Minato-ku , Tokyo , 107-6025 (Tokyo head office) , Japan"
"The Kansai Electric Power Co., Inc.",Electric utility,"32,961 (consolidated, as of 31 March 2012)",http://www.kepco.co.jp/english/,Shosuke Mori (Chair) Makoto Yagi (President),"¥2,811,424 million ( FY 2011) [* 1]","Osaka, Japan (1 May 1951 ( 1951-05-01 ) )","Nakanoshima , Kita-ku, Osaka , Japan"
Kao Corporation,"Personal care , Cosmetics","34,743 (consolidated) 5,924 (non-consolidated)",http://www.kao.com/jp/,,"¥1,186,831 million ( US$ 14,273.4 million ) (consolidated, March 2011, 83 yen/US dollar)","Nihonbashi-Bakurocho, Tokyo, Japan (June 1887 ( 1887-06 ) )","14-10, Nihonbashi -Kayabacho Itchome, Chūō , Tokyo , Japan"
"Kagome Co., Ltd.",Food,"2,209 (2013)",http://www.kagome.co.jp/english/index.html,"Koji Kioka, President [2]",,1899 (business founded) 1949 (incorporated) [1],"Nagoya , Aichi , Japan"
Kajima Corporation,Construction Engineering Design,"7,737 (non-consolidated) 15,468 (consolidated) (as of March 31, 2013)",http://www.kajima.co.jp/english/welcome.html,"Morinosuke Kajima (Chairman (1957-1975)), Rokuro Ishikawa (Chairman (1983 -1993) and Honorary Chairman)","$ 15.798 billion USD ( FY 2012)
                   (¥  1485.01 billion JPY ) ( FY 2012)","Tokyo , Japan (1840 ( 1840 ) )","3-1, Motoakasaka 1-chome, Minato-ku , Tokyo 107-8388, Japan"
Kadokawa Corporation,Publishing film copyright mass media video games,,http://info.kadokawadwango.co.jp/english/index.html,Tatsuo Sato (Chairman) Nobuo Kawakami (President),¥ 201 billion (2016),"October 1, 2014 ; 5 years ago ( 2014-10-01 )","Fujimi, Chiyoda , Tokyo , Japan"
JXTG Holdings ,Oil and gas,"24,691 (2012) [2]","http://hd.jx-group.co.jp,http://hd.jx-group.co.jp/english/",Isao Matsushita (President),JPY 0 11 trillion (2013) [1],"April 1, 2010 ( 2010-04-01 )","Tokyo , Japan"
JXTG Nippon Oil & Energy Corporation,Oil and gasoline,"13,290 (2007)","https://www.noe.jxtg-group.co.jp/,http://www.eneos.us/","Fumiaki Watari, CEO Shinji Nishio, President","¥ 7,523.990 billion JPY ( FY 2008)",1888 ; 131 years ago ( 1888 ),"Tokyo, Japan"
JVC Kenwood Corporation,Electronics,"Non-consolidated: 2,987, Consolidated: 18,051 (2017) [1]",http://www.jvckenwood.com/en/,Haruo Kawahara ( Chairman ) Takao Tsuji ( President ),JP¥ 285 billion (2015),"October 1, 2008 ; 11 years ago ( 2008-10-01 ) (as a merger between Kenwood Corporation and Victor Company of Japan, Ltd )","Yokohama , Japan"
JustSystems Corporation,Computer software,916 (2008),https://www.justsystems.com,Kyotaro Sekinada (President),"¥ 13,088 million (year ending 31 March 2007)","Tokushima City , Tokushima , Japan (1979)","Tokushima City , Tokushima , Japan"
"JFE Holdings, Inc.",Steel,"60,439 (consolidated, as of March 31, 2017)",http://www.jfe-holdings.co.jp/en/index.html,Eiji Hayashida ( President and CEO ),"JPY 3,308 billion ( FY 2016)
           ( US$ 30.5 billion) (FY 2016)","September 27, 2002 ; 17 years ago ( 2002-09-27 ) (through merger)","Uchisaiwaichō , Chiyoda-ku, Tokyo 100-0011 , Japan"
JGC Corporation,Engineering Construction services,"7,554 (consolidated, as of March 31, 2017)",http://www.jgc.com/en/index.html,Masayuki Sato ( Chairman of the Board and CEO ) Koichi Kawana ( President and COO ),"JPY 879.9 billion ( FY 2015)
                        ( US$ 7.3 billion) (FY 2015)","October 25, 1928 ; 90 years ago ( 1928-10-25 )","Minato Mirai , Nishi-ku , Yokohama 220-6001, Japan"
K Line,Transport,,http://kline.co.jp,,,1919 ; 100 years ago ( 1919 ),"Chiyoda-ku , Tokyo , Japan"
Japan Petroleum Exploration Company Limited,"Hydrocarbon exploration , production","1,782 [1]",http://www.japex.co.jp,"Yuji Tanahasi, President & CEO / Hiroshi Sato, Senior Managing Director","¥ 276,588 million JPY ( FY 2014)",1955,"Tokyo , Japan"
JEOL Ltd.,Precision instrument,"2,963 (consolidated as of March 31, 2016)",https://www.jeol.co.jp/en/,Gon-emon Kurihara ( President ),"JPY 107.3 billion ( FY 2015)
                        ( US$ 952 million) (FY 2015)","May 30, 1949 ; 70 years ago ( 1949-05-30 )","Akishima, Tokyo 196-8558 , Japan"
Japan Tobacco Inc.,Tobacco,"48,529 (2011)",http://www.jt.com,Mitsuomi Koizumi (President and CEO) Hiroshi Kimura (Chairman),¥ 2.033 trillion (2012),1 June 1949 (as Japan Tobacco and Salt Public Corporation) 1 April 1985 (privatized),"2-1, Toranomon , Minato, Tokyo , Japan"
"The Japan Steel Works, Ltd.",Industrial machinery,"4,804 (consolidated) (as of March 2013)",http://www.jsw.co.jp/en/index.html,Ikuo Sato ( CEO and President ),"$ 2.346 billion USD ( FY 2012)
                             (¥  220.65 billion JPY ) ( FY 2012)","November 1, 1907","Gate City Ohsaki-West Tower, 11-1, Osaki 1-chome , Shinagawa-ku , Tokyo 141-0032, Japan"
"Ushio, Inc.",Lighting Electronics,"5,847 (consolidated, as of March 31, 2017)",https://www.ushio.co.jp/en/,Jiro Ushio ( Chairman ) Koji Naito ( CEO ),"JPY 173.4 billion ( FY 2017)
                      ( US$ 1.5 billion) (FY 2017)","March 23, 1964 ; 55 years ago ( 1964-03-23 )","Marunouchi , Chiyoda-ku, Tokyo 100-8150 , Japan"
Zuken Inc.,Computer software,"1,274","http://www.zuken.com/,http://www.zuken.co.jp/",Makoto Kaneko (CEO) Jinya Katsube (COO),,1976,"Yokohama , Japan"
Zensho Holdings,Restaurant chains,,http://zensho.co.jp/,,,1982,"Tokyo , Japan"
"Zenrin Co., Ltd.",Information and communications,"3,300 (consolidated, as of March 31, 2018)",https://www.zenrin.co.jp/english/index.html,Zenshi Takayama ( President CEO ),"JPY 61.3 billion ( FY 2017)
                      ( US$ 578 million) (FY 20177)",April 1948 ; 71 years ago ( 1948-04 ),"Tobata-ku, Kitakyushu , Fukuoka Prefecture 804-0003 , Japan"
JTEKT Corporation ,,"40,756 (Consolidated) 10,563 (Nonconsolidated)",http://www.jtekt.co.jp/e/index.html,,"1441,1 billion yen (FY 2017)",January 2006 merger of Koyo Seiko Co. and Toyoda Machinery USA,"Osaka , Japan"
Yokogawa Electric Corporation,"Electrical equipment , IT","19,685 (consolidated) (as of March 31, 2013)",https://www.yokogawa.com,Shuzo Kaihori (Chairman) Takashi Nishijima (President and CEO),$ 3.7 billion USD ( FY 2017) (¥406.6 billion JPY ) ( FY 2017),"Tokyo , Japan (September 1, 1915 ( 1915-09-01 ) )","2-9-32 Nakacho, Musashino, Tokyo , Tokyo 180-8750, Japan"
YASKAWA Electric Corporation,Electrical equipment Robotics,"15,287 (consolidated)(as of March 1, 2018)",https://www.yaskawa.co.jp/en/,"Junji Tsuda, Chairman of the Board Hiroshi Ogasawara, Representative Director , President","JPY 448.5 billion ( FY 2018)
                        ( US$ 4.05 billion) (FY 2018)","July 16, 1915 ; 104 years ago ( 1915-07-16 )","2-1 Kurosakishiroishi, Yahatanishi-ku , Kitakyushu 806-0004 Japan"
"Yoshinoya Co., Ltd.",Foodservice,"1,107","http://yoshinoya.com,http://YoshinoyaAmerica.com","Shuji Abe, President and CEO",,"Tokyo , Japan (1899 ; 120 years ago ( 1899 ) )","Kita, Tokyo , Japan"
Yokohama Rubber Company ,Manufacturing,"14,617 (As of March2006)","http://www.yokohamatire.com,http://global.yokohamatire.net",,US$ 5.220 billion (2014),"Oct 13, 1917","Tokyo , Japan"
Zojirushi Corporation,,"1,198 (2013)",http://www.zojirushi-world.com,,"JPY 84.6 billion ( FY 2018)
                      ( US$ 765.9 million) (FY 2018) [1]",1918,"Osaka , Japan"
"Yamazaki Baking Co., Ltd.",Food,"17,654 (consolidated, as of December 31, 2014)",http://www.yamazakipan.co.jp/english/index.html,Nobuhiro Iijima ( President ),"JPY 995.01 billion ( FY 2013)
                        ( US$ 9.66 billion) (FY 2013)","Ichikawa, Chiba (June 21, 1948 ; 71 years ago ( 1948-06-21 ) )","Iwamotochō , Chiyoda-ku, Tokyo 101-8585, Japan"
"Yonex Co., Ltd.",Sporting goods,,http://www.yonex.com/,"Ben Yoneyama , Chairman Kusaki Hayashida , President",,1946 June 1958 (incorporation),"Tokyo, Japan"
Yamaha Corporation,Conglomerate,"28,112 (including temporary employees) (2017) [2]",http://yamaha.com,"Torakusu Yamaha , founder Takuya Nakata, [1] President & Representative Director",¥ 408.2 billion (2017) [2],"October 12, 1887 ; 132 years ago ( 1887-10-12 )","10-1, Nakazawacho, Naka-ku, Hamamatsu , Shizuoka , Japan"
"The Yamagata Bank, Ltd",Financial services,"1,492",http://www.yamagatabank.co.jp/,Kichishige Hasegawa (president),,"April 14, 1896","Yamagata, Yamagata , Japan"
"Yamato Transport Co., Ltd.",Courier,"171,888 (2018)",http://www.kuronekoyamato.co.jp/,"Makoto Kigawa, Chairman Masaki Yamauchi, President","JP¥ 1,225,974 million ( FY 2007)",1919,"Ginza , Chūō, Tokyo , Japan"
"Yamaha Motor Company, Limited",Automotive,"52,664 (as of December 31, 2014)",http://global.yamaha-motor.com/,Yoshihiro Hidaka (President & Representative Director),,"July 1, 1955","Iwata , Shizuoka , Japan"
"Yamada-Denki Co., Ltd.",Retail,"21,261 (2013)",http://www.yamada-denki.jp/company_e/index.html,"Noboru Yamada , Representative Director and CEO",,"June 1, 1978 (Nihon Densen Kōgyō) Former Yamada Denki founded on September 1, 1983 (established in April 1973)","Takasaki, Gunma , Japan"
Yamabiko Corporation,Machinery,"3,117 (as of March 31, 2017)",http://www.yamabiko-corp.co.jp/english/,Yoshiaki Nagao ( President and CEO ),"JPY 111.9 ( FY 2016)
           ( US$ 1.03 billion) (FY 2016)","December 1, 2008 ; 10 years ago ( 2008-12-01 ) (through merger)","Ōme, Tokyo 198-8760 , Japan"
Yahoo! Japan Corporation,,,http://www.yahoo.co.jp,,"¥ 292,423 million (FY 2010)","April 22, 1996 ; 23 years ago ( 1996-04-22 ) [1]","Kioi Tower, Tokyo Garden Terrace Kioicho, 1-3,  Kioi-cho, Chiyoda-ku, Tokyo , Japan"
Uny,Supermarkets,,http://www.uny.co.jp/,,,"1969 as Uny Co., Ltd. 2012 as Uny Group Holdings, Ltd.","Inazawa, Aichi"
Wacoal Holdings,,,https://www.wacoalholdings.jp/en/,,,1 November 1949 ; 69 years ago ( 1949-11-01 ),"Kyoto , Japan"
Universal Entertainment Corporation,"Video games, pachinko",,http://www.universal-777.com/en/,,,,"Tokyo , Japan"
Unitika Ltd.,Textile Chemical,"4,534 (consolidated) (as of March 31, 2013)",http://www.unitika.co.jp/e/index.html,Hiroyuki Shime ( CEO and President ),"$ 1.57 billion ( FY 2013)
                   ( ¥ 162.68 billion) (FY 2013)","June 19, 1889 ( 1889-06-19 )","Osaka Center Bldg., 4-1-3 Kyutaro-machi, Chuo-ku , Osaka , 541-8566 Japan"
Uniden Holdings Corporation,,742 ( 2018 ) [2],http://www.uniden.com,,"US$135,537,000 ( 2017/2018 ) [1]","February 7, 1966 ; 53 years ago ( February 7, 1966 )","Chuo ku , Tokyo , Japan"
Unicharm Corporation,Consumer goods,"16,207 (as of December 31, 2018)",http://www.unicharm.co.jp/english/index.html,Takahisa Takahara ( President and CEO ),JPY 688.2 ( FY 2018),"February 10, 1961 ; 58 years ago ( 1961-02-10 )","Mita , Minato, Tokyo , 108-0073 , Japan"
"Wacom Co., Ltd.",Computer input devices and software,"Consolidated: 1,072 Non-consolidated: 474 (2015) [2]",http://wacom.com,Nobutaka (Nobu) Ide (President & CEO) [1],¥74.557 billion (2015) [2],"Ageo, Saitama , Japan (July 12, 1983 (36 years ago) ( 1983-07-12 ) )","Kazo, Saitama , Japan"
West Japan Railway Company,Rail transport,"consolidated: 45,402 non-consolidated: 26,778 (as of March 31, 2012) [4]",https://www.westjr.co.jp/global/en/,Takayuki Sasaki ( Executive Chairman of the Board ) [1] Seiji Manabe ( Representative Director and President ) [1],"¥ 1,298,913 million (FY 2013) [3]","Osaka, Japan (April 1, 1987 ( 1987-04-01 ) , privatization of JNR)","4-24 Shibata 2-chome, Kita-ku, Osaka , 530-8341 , Japan"
"Ube Industries, Ltd. ",Chemicals,"11,225 (consolidated as of March 31, 2014)",http://www.ube-ind.co.jp/english/index.htm,Michio Takeshita (president and CEO),"$ 6.3 billion USD ( FY 2013)
                   (¥  650.5 billion JPY ) (FY 2013)",June 1897 ; 122 years ago ( 1897-06 ),"Seavans North Building, 1-2-1, Shibaura , Minato-ku , Tokyo 105-8449, Japan ( Tokyo head office ) 1978-96 Kogushi, Ube, Yamaguchi 755-8633, Japan ( Ube head office )"
TV Asahi Holdings Corporation,"Information, Communication","4,021 (as of March 31, 2014)",http://tv-asahihd.co.jp,Hiroshi Hayakawa (Chairman and CEO) Shinichi Yoshida ( President and Representative Director ),"¥ 267,928 million (2014)","Tokyo, Japan (October 15, 2013 ; 5 years ago ( 2013-10-15 ) )","9-1, Roppongi Rokuchome, Minato, Tokyo, Japan"
Tsubakimoto Chain Co.,Power transmission products manufacturing Materials handling systems manufacturing Automotive timing drive systems manufacturing,"8,818 (2019)",http://tsubakimoto.com,Isamu Osa ( Chairman and CEO ) Yasushi Ohara ( President and COO ),"¥ 238,515 million (2019)","December 1917 ; 101 years ago ( 1917-12 ) in Nishinari-gun, Osaka (now Kita-ku, Osaka ), Japan","Kita-ku, Osaka , Japan"
Trend Micro Inc.,Software,"6,562",https://www.trendmicro.com,Eva Chen ( CEO ),"¥ 160,4 billion (2018 ) [1]","October 24, 1988 ; 30 years ago ( 1988-10-24 ) Los Angeles , California , U.S.","〒 151-0053 1 No. 2 - chome, Shibuya-ku Yoyogi Tokyo , Japan"
Toyota Tsusho Corporation,Trading Companies,"53,241 (2015)",https://www.toyota-tsusho.com/,"Ichiro Kashitani, President",US$78.9 billion (2015),"July 1, 1948","Nagoya and Tokyo , Japan"
Toyota Industries Corporation,Auto & Truck Parts,"39,500",http://www.toyota-industries.com/,Tetsuro Toyoda (Chairman) Akira Imura (President),€12.35 billion,1926 ; 93 years ago ( 1926 ),"Kariya, Aichi , Japan"
"Toyobo Co., Ltd. ",Textile,"10,487 (consolidated, as of March 31, 2014)",http://www.toyobo-global.com/,Ryuzo Sakamoto ( Chairman of the board ) Seiji Narahara ( President ),"US$ 3.41 billion ( FY 2013)
                  ( JPY 351.57 billion) (FY 2013)",Osaka (May 1882 ; 137 years ago ( 1882-05 ) ),"2-8, Dojima Hama 2-chome, Kita-ku, Osaka 530-8230, Japan"
Toyota Motor Corporation,Automotive,"370,870 (FY2019) [2]",http://toyota-global.com,Takeshi Uchiyamada ( Chairman ) Shigeru Hayakawa (Vice chairman) Akio Toyoda ( President ),"¥ 30,225,681 million ( US$ 272 billion) (FY2019) [note 1] [2]",28 August 1937 ; 82 years ago ( 1937-08-28 ),"Toyota City , Japan"
Toyo Tire Corporation,Automotive,"10,292 (consolidated, as of December 31, 2013)",http://www.toyo-rubber.co.jp/english,Akira Nobuki ( Chairman of the board ),"US$ 3.82 billion ( FY 2013)
                  ( JPY 393.78 billion) (FY 2013)","August 1, 1945 ; 74 years ago ( 1945-08-01 )","Itami , Hyogo , Japan"
"Toyo Suisan Kaisha, Ltd.",Food processing,"4,696 (consolidated as of March 31, 2016)",http://www.maruchan.co.jp/,Tsutsumi Yin ( Chairman ) Masanari Imamura ( President ),"JPY 383.2 billion ( FY 2015)
                        ( US$ 3.4 billion) (FY 2015)","(March 25, 1953 ; 66 years ago ( 1953-03-25 ) )","Konan, Minato-ku, Tokyo 108-8501 , Japan"
Toyo Engineering Corporation,Engineering Construction services,"4,397 (consolidated as of March 31, 2016)",http://www.toyo-eng.com/jp/en/,Masaaki Yamaguchi ( Chairman ) Haruo Nagamatsu ( President ),"JPY 431.9 billion ( FY 2016)
                        ( US$ 3.89 billion) (FY 2016)","(May 1, 1961 ; 58 years ago ( 1961-05-01 ) )","Shin-Marunouchi Building , Marunouchi , Chiyoda-ku Narashino , Chiba , Japan"
TOTO Ltd.,Manufacturing / Ceramics,"Consolidated: 33,431 Non-consolidated: 8,034 (as of March 31, 2019)",http://www.toto.co.jp/en/index.htm,"Representative Director , Chairman Kunio Harimoto President , Representative Director
Madoka Kitamura Representative Director , Executive Vice President
Noriaki Kiyota Representative Director , Executive Vice President Nozomu Morimura","¥ 573,819 million (consolidated, March 2017)","15 May 1917 ; 102 years ago ( 1917-05-15 ) (as Toyo Toki Company) Kitakyushu, Japan","1-1 Nakashima Nichome, Kokurakita-ku , Kitakyushu , 802-8601, Japan"
Tosoh Corporation,Chemicals,"11,268 (consolidated) (as of March 31, 2012)",http://www.tosoh.com/home,"Kenichi Udagawa, ( CEO and President )","$ 7.107 billion USD ( FY 2012)
                  (¥  668.494 billion JPY ) ( FY 2012)","February 11, 1935 ( 1935-02-11 )","3-8-2, Shiba , Minato-Ku , Tokyo 105-8623, Japan"
Toshiba Corporation,Conglomerate,"141,256 (2019) [1]",http://www.toshiba.co.jp/worldwide/,Nobuaki Kurumatani (Chairman and CEO) Satoshi Tsunakawa (President and COO),¥ 3.693 trillion (2019) [1],July 1875 ; 144 years ago ( 1875-07 ) (as Tanaka Seisakusho ) 1890 ( 1890 ) (Hakunetsu-sha & Co) 1939 ( 1939 ) (merger of Shibaura Seisaku-sho and Tokyo Denki),"Minato, Tokyo , Japan"
Twinbird Corporation,,,"https://www.twinbird.jp/,https://www.wikidata.org/wiki/Q7858353?uselang=en#P856",,,,"Tsubame , Niigata"
"Toyo Seikan Group Holdings, Ltd.",Packaging,"18,419 (consolidated, as of March 31, 2018)",http://www.tskg-hd.com/en/,Ichio Otsuka ( President ),"JPY 785.2 billion ( FY 2017)
                      ( US$ $7.3 billion) (FY 2017)","June 25, 1917 ; 102 years ago ( 1917-06-25 )","Higashi-Gotanda, Shinagawa-ku , Tokyo 141-8627, Japan"
"Tose Co., Ltd. ",Interactive entertainment,"1,000 (2015) [1]",http://www.tose.co.jp/en/,,,November 1979 ; 39 years ago ( 1979-11 ),"Kyoto , Japan"
"Toray Industries, Inc.",Chemicals Textiles,"45,881 (consolidated, as of March 31, 2014)",http://www.toray.com/index.html,"Sadayuki Sakakibara, chairman Akihiro Nikkaku, president","$ 17.86 billion ( FY 2014)
                   ( ¥ 1,837 billion) (FY 2014)",January 1926 ; 93 years ago ( 1926-01 ),"5F, Nihonbashi Mitsui Tower 2-1-1, Nihonbashi-Muromachi , Chuo-ku , Tokyo 103-8666, Japan"
"Topy Industries, Ltd.",Machinery Automotive,"4,568 (consolidated, as of March 31, 2017)",http://www.topy.co.jp/en/index.html,Yasuo　Fujii ( Chairman of the Board ) Nobuhiko Takamatsu ( President and CEO ),"JPY 208 billion ( FY 2016)
           ( US$ 1.9 billion) (FY 2016)",October 1921 ; 98 years ago ( 1921-10 ),"Art Village Osaki Central Tower Osaki , Shinagawa-ku, Tokyo , 141-8634 , Japan"
"Toppan Printing Co., Ltd.",Printing,"48,878 (consolidated) (as of March 2013)",https://www.toppan.co.jp/english/,"Shingo Kaneko, ( CEO and President )","$ 15.793 billion ( FY 2012)
                   ( ¥ 1,502 billion) (FY 2012)","January 17, 1900 ( 1900-01-17 )","1, Kanda Izumi-cho , Chiyoda-ku , Tokyo 101-0024, Japan"
Topcon Corporation,Electronics,"3,977 (consolidated, as of March 31, 2014)",http://global.topcon.com/,Satoshi Hirano ( President and CEO ),"US$ 1.13 billion ( FY 2013)
                  ( JPY 116.68 billion) (FY 2013)",Tokyo (September 1932 ; 87 years ago ( 1932-09 ) ),"75-1, Hasunuma-cho, Itabashi-ku , Tokyo 174-8580, Japan"
"Tomy Company, Ltd.","Toys , video games , children's products and apparel","486 (As of March 31, 2014) [2]","http://www.tomy-group.com/,http://www.takaratomy.co.jp/,http://www.tomy.com/,http://www.tomy.co.uk/,http://www.tomy.fr/,http://www.tomy.de/,http://www.tomy.cn/",Harold Meij (President and CEO),"¥154,804 million (FY 2013–2014) [1]","March 1, 2006 ; 13 years ago ( 2006-03-01 ) (Former Tomy, 1924; Takara, 1955)","7-9-10, Tateishi, Katsushika, Tokyo , Japan"
"Tokyo Gas Co., Ltd.",Energy,"16,832 (2013)",http://www.tokyo-gas.co.jp/index_e.html,,"¥1,535,242 million (FY 2011)","October 1, 1885","Minato , Tokyo , Japan"
"Tokyo Electric Power Company Holdings, Inc.",Electric utility,"38,671 (2010)",http://www.tepco.co.jp/en/index-e.html,Takashi Kawamura (Chairman) Naomi Hirose (Executive Vice Chairman) Tomoaki Kobayakawa (President),"¥ 6,802.5 billion (2015) [1]","Tokyo, Japan (May 1, 1951 ( 1951-05-01 ) )","Chiyoda , Tokyo , Japan"
Tokyo Electron Limited,Electronics Semiconductors,"11,355 (as of April 1, 2014)",http://www.tel.com/global/index.htm,"Tetsuro Higashi ( CEO , President and Chairman )",,"November 11, 1963 ; 55 years ago ( 1963-11-11 ) (as Tokyo Electron Laboratories, Inc.)","Akasaka Biz Tower 5-3-1 Akasaka , Minato-ku, Tokyo 107-6325 , Japan"
Tokuyama Corporation,Chemicals,"5,756 (consolidated, as of March 31, 2014)",http://www.tokuyama.co.jp/eng/,Kazuhisa Kogo ( President ),"US$ 2.78 billion ( FY 2013)
                  ( JPY 287.33 billion) (FY 2013)","Tokuyama, Yamaguchi (February 16, 1918 ; 101 years ago ( 1918-02-16 ) )","Kasumigaseki Common Gate West Tower , 2-1, Kasumigaseki 3-chome, Chiyoda-ku, Tokyo 100-8983, Japan"
"Tokai Tokyo Financial Holdings, Inc.",Financial services,,http://www.tokaitokyo-fh.jp/,"Tateaki Ishida (Chairman, President & CEO)",¥ 0 82.7 billion (2015) [1],2009 ; 10 years ago ( 2009 ),"Chuo-ku, Tokyo , Japan"
"Tokai Carbon Co., Ltd.",Chemicals,"2,142 (consolidated, as of December 2016)",http://www.tokaicarbon.co.jp/en/index.html,Hajime Nagasaka ( CEO and President ),"JP¥ 106.2 billion ( FY 2017)
                            ( US$ 948 million) (FY 2017)","Tokyo , Japan (April 8, 1918 ( 1918-04-08 ) )","Aoyama Building, Minato-ku , Tokyo 107-8636, Japan"
"Tohoku Electric Power Co., Inc.",Electric utility,"12,484 (2010)",http://www.tohoku-epco.co.jp/index-e.htm,"Keiichi Makuta, Chairman Hiroaki Takahashi, President","JP¥ 1,708,732 million ( FY 2010)","May 1, 1955","Aoba-ku, Sendai , Miyagi , Japan"
"Toho Zinc Co., Ltd.",Non-ferrous metals,"1,089 (consolidated, as of March 31, 2017)",http://www.toho-zinc.co.jp/eng/,Kimiyasu Marusaki ( President ),"JPY 114 billion ( FY 2016)
                        ( US$ 1 billion) (FY 2016)","February 27, 1937 ; 82 years ago ( 1937-02-27 )","Marunouchi , Chiyoda-ku, Tokyo 100-8207 , Japan"
"Tokio Marine Holdings, Inc.",Insurance,"39,191 (FY2018)",http://www.tokiomarinehd.com/en/,Shuzo Sumi (Chairman of the Board) Tsuyoshi 'Nick' Nagano (President & Group CEO),"JP¥ 4,579,076 million ( FY 2015)",1879 ; 140 years ago ( 1879 ),"Marunouchi , Tokyo , Japan"
"Toho Gas Co., Ltd. ",Energy,"2,858 (2018)",http://www.tohogas.co.jp/lang-n/en/corporate/,,"¥461,199 million (FY 2018, consolidated)","June 26, 1922","Atsuta-ku, Nagoya , Japan"
"Toho Co., Ltd.","Motion picture, theater, television, video games",360+,https://www.toho.co.jp/en/index.html,Yoshishige Shimatani (President),,"August 12, 1932 ; 87 years ago ( 1932-08-12 ) (as Tokyo-Takarazuka Theater Company) Tokyo , Japan","Yūrakuchō , Chiyoda, Tokyo , Japan"
"Toagosei Co., Ltd.",Chemicals,"2,411 (as of December 31, 2016)",http://www.toagosei.co.jp/english/,Mikishi Takamura ( President and CEO ),"JPY 135.3 ( FY 2016)
           ( US$ 1.2 billion) (FY 2016)","March 31, 1942 ; 77 years ago ( 1942-03-31 )","Nishi-Shinbashi , Minato-ku, Tokyo , 105-8419 , Japan"
TOA Corporation,Electronics,"3,161 (consolidated, as of March 31, 2018)",https://www.toa.jp/,Kenji Itani ( Chairman ) Kazuhiro Takeuchi ( President and CEO ),"JPY 44.1 billion ( FY 2017)
                      ( US$ 416.7 million) (FY 2017)","April 20, 1949 ; 70 years ago ( 1949-04-20 )","Chuo-ku, Kobe , Hyogo Prefecture 650-0046 , Japan"
Terumo Corporation,Medical equipment,"19,261 (consolidated) (as of September 30, 2013)",http://www.terumo.com/index.html,"Koji Nakao, ( CEO and Chairman ) Yutaro Shintaku, ( President )","$ 4.27 billion ( FY 2012)
                   ( ¥ 402.294 billion) (FY 2012)","September 17, 1921","44-1, 2-chome, Hatagaya , Shibuya-ku , Tokyo 151-0072, Japan"
Teijin Limited ,Chemicals,"15,756 (consolidated, as of March 31, 2014)",http://www.teijin.com/,Jun Suzuki ( President and CEO ),"$ 7.64 billion ( FY 2013)
                   ( ¥ 784.42 billion) (FY 2013)","(June 17, 1918 ; 101 years ago ( 1918-06-17 ) )","Teijin Building 6-7, Minami-hommachi 1-chome, Chuo-ku , Osaka 541-8587, Japan"
"Toei Company, Ltd.",Film and Television Video Games,"311 (as of March 31, 2006)",http://www.toei.co.jp,Noriyuki Tada (President and CEO),"¥ 66,300,000,000 (as of March 2006)","June 8, 1938 ; 81 years ago ( 1938-06-08 ) (as Toyoko Eiga) October 1, 1949 ; 70 years ago ( 1949-10-01 ) (as Tokyo Film Distribution, a subdsidiary of Tokyu and Toyoko Eiga) April 1, 1951 ; 68 years ago ( 1951-04-01 ) (as Toei Company)","2-17 Ginza 3-chome, Chūō, Tokyo 104-8108 , Japan"
